name|line
Finn|  How could I embarrass-save you??  WHOA! Marceline!
Marceline|   I'm glad he's back in the Nightosphere. That was emotionally exhausting.
Finn|  I'm also exhausted emotionally. Or... wait. I mean, I mean physically.
Marceline|  I've been meaning to ask you... What's with that pocket on your shirt?
Finn|  Oh, Jake's in here. 'Sup, Jake?
Jake|   Are you okay, dude?
Finn|  Yeah, why?
Jake|  You look bored.
Finn|  Naw, that's just how I look when I'm listening to music.
Jake|  Well good, because I'm about to kick it up a notch.
Finn|  Bring it!
Finn|   Who do you think it is?
Jake|  Could be anybody. 
Finn|  Hmm... I can't quite make it out. 
Ice King|  Eee!
Finn|  Ahh! It's the Ice King!
Jake|  The Ice King?!
Ice King|  Think this is the right address,  mmm is this, is this....
Finn|   Eiiiiaah!
Jake|  Yeah! Kick his butt, dude!
Finn|  Eat my sword, Ice King! 
Finn|  Aww.
Ice King|  You can not defeat me, child!
Finn|  I will, though! With a sweet kick!  Psych! 
Jake|  Whoo, hoo hoo!
Ice King|   Now I can kill you! Oh wait, wait, wait. I am so stupid! Silly Billy! I came by to tell you the good news!
Finn|  What's the good news?
Ice King|  I'm getting married... to someone who wants to marry me! 
Ice King|  My betrothed is right over there!  Hi, honey!
Old Lady Princess|  Hey, cool guy.
Ice King|  I'm a lucky guy—I didn't even have to kidnap this one! She fell in love with me the moment I slipped on her engagement ring! 
Finn|  Eww.
Old Lady Princess|   Bye-bye!
Ice King|"  The lady penguins are throwing her one of those ""bachelorette"" parties."
Jake|   This is weird, dude.
Finn|  Hmm... if you get married, what about capturing princesses?
Ice King|  Oh well, no more capturing pretty princesses for this Ice King! 
Finn|  Ohhh...  well, fare thee well, Ice King!
Ice King|  Hmm?
Jake|  Yeah, good luck with ye and thy creepy wedding.
Finn|  We totally support your decision to stop capturing princesses!  I'm happy for him. 
Ice King|"   Sure wish someone would throw me a bachelorette party—oop, I mean, ""man-lorette"" party."
Finn|  But we hate you.
Ice King|  If you won't throw me man-lorette party, then I'll never have my last hurrah before buckling down with that battle axe! It'll drive me back to a life of stealing hot princesses! Is that what you want?!
Jake|  No. No, no, no, no, no.
Finn|   Dude, we gotta show him a good time and treat him right. Otherwise, he'll go back to imprisoning ladies! I-I can't have that! I—
Jake|   Shhh, I know. I know that you can't have that. Don't worry.  Alright, let's go party, Ice King.
Ice King|  
Ice King|   Best man-lorette party ever! 
Snowball|  
Ice King|  
Snowball|  
Ice King|  Fah!  Hahahaha! Now I'm gonna go get married! Hehehehe! ♫I'm gonna get married!♪
Finn|   Bye, Ice King! Good luck!
Jake|  Have fun being married!
Finn|  No more stealing princesses!
Ice King|  Yeah--wait. No more s-stealing princesses? Wow.
Finn & Jake|   What?!
Ice King|  I didn't realize I'd have to give up stealing the ladies.
Jake|  But you said you were fine with it!
Ice King|  I know what I said, but, y'know, sometimes you say things and then you don't really mean them.
Jake|  What? Are you serious?!
Ice King|  I'm just not sure I wanna get married in such a hurry. What if she's just after my  Demonic Wishing Eye and Ghost pouch? 
Finn|  We just took you out partying so that you could feel better about getting hitched!
Ice King|  Maybe I'll just go back to capturing lots of girls. It's what I feel comfortable doing, y'know? Being free, wind at my back, lots of girls, kidnapping 'em.
Finn|   Alright, here comes my double kick!
Jake|   Finn, Finn, cool yourself, buddy. We need to get this guy married, remember?
Finn|  Yeah, I remember.
Jake|  Watch.  Let big brother handle this.  Hey, Ice King? Don't be nervous. Marriage is the most beautiful thing that could ever happen to a jerk like you.
Ice King|  Really? Why?
Jake|"   ""Why?""  Poots, that guy is good. Why? Why?"
Finn|  Jake—
Jake|  Not now!  Why, why, why, why, why?
Ice King|  My mind is made up—80% sure. No marriage.
Finn|  Well, uh... don't you wanna grow old with somebody? Right?  Just like these old swans.
Ice King|  Bleh, those stinky old swans. Huh?
Finn & Jake|  What?!
Ice King|  Ohhhh, now I get what you guys are trying to tell me! Marriage is a thing that allows me to capture a princess forever and let her live inside of me!  Marriage is the most beautiful thing in the world!
Finn|  Uhh... Yeah—I-I never—uhh... I guess it is.  Jake, this is bad news, man! We gotta go tell him that he can't eat his wife!
Jake|  Eh, let's cross that bridge when we get to it. Look how happy he is.
Ice King|  The wedding? Back on—100%! 
Finn|   Phew!
Jake|  All that's left is the lousy wedding. 
Finn|  I'm weddy for the wedding!
Finn|  Y'know, even though the Ice King is a wad, I'm pretty happy for him.
Jake|  Uh-huh. This wedding looks lame, man.  Be prepared to be bored outta your mind.
Finn|  
Ice King|  Finn, Jake, you made it!  Come on up here. I'm almost finished tying up my bride.
Finn|  Weird—and your bride is into that?
Ice King|  This is a traditional wedding ritual for good luck in the Ice Kingdom. You see, she'll be hoisted up and then lowered down—and when she touches my beard from above, she will be my queen! 
Finn|  Well...  cool, man. I'm glad y'all are happy... being crazy together.
Ice King|  Thank you! Excuse me as we finish preparing for the nuptials. 2, 4, 8, 16, 20, uh—
Snowman Priest|  32.
Ice King|  Yes—32, 64, one hundred and—eh.
Finn|  Huh? Her eyes are huge! I'm gonna go check 'em out.  And stop scratching your ear, man—it's gross.
Jake|  It wasn't me—it was my foot, dude.
Finn|   Whoa, you've got ridiculously large eyes, princess! Are you allergic to somethin'?
Old Lady Princess|   No, Finn. I was just born like this.
Finn|  Why are you crying?
Old Lady Princess|  I'm not crying, Finn—my tear sac is broken!
Old Lady in eye|  Help me!
Finn|  What?!
Old Lady Princess|  I didn't say anything.
Old Lady in eye|  The Ice King cursed me! You've gotta set me free. I would rather die than marry the Ice King!
Finn & Jake|  
Finn|  He tricked me! And I was happy for that son of a toot!
Jake|   Look at her ring.
Ice King|  She fell in love with me the moment I slipped on her engagement ring.
Finn|  That's what cursed her! Don't worry, princess. I'll remove this ring and save your life. 
Ice King|  No! She's my love boat! 
Finn|  No, man. You cursed her. She hates you!
Ice King|  Okay, that's your opinion! 
Jake|  Wait a minute!  So you knew she was cursed all along, which means you knew she wasn't trying to steal your Demonic Eye Junk or whatever, and you knew you had total control of her!
Ice King|  Yeah, yes, that's right.
Jake|  So then why did you make us go through all that junk about why marriage is worth stuff?!
Ice King|  Oh, I don't know... I'm complicated—and spontaneous!  That's probably why she wants to marry me!
Jake|  She wants to marry you because you brainwashed her!
Ice King|  Silence! 
Finn & Jake|  Whoa, wait!  Aw, man!
Ice King|  It's time for the lowering ceremony! Hoist her up!
Ice King|  Hehehehe! Commence the lowering!
Ice King|  Yes, nothing can stop me now.
Finn|  Hyah!  What is wrong with you, man?! 
Ice King|  Strangling the groom's nose at a wedding?  What's wrong with you?! You're the one that there's something wrong with!
Jake|  Gotcha!
Old Lady in eye|  Thanks, man
Jake|  Hehe, no problem.
Finn|   Ehh.
Ice King|   I think you dropped something.  Catch! 
Finn|  Huh? 
Jake|  Whoa! 
Finn|  Jake!
Old Lady Princess|   Huh, what?
Finn|  JAKE!  Grrrr.  Oh, hey.
Jake|  Hey.
Finn|  You got the ring off her finger?
Jake|  Huh? Oh. Oh yeah. Now she's not hypnotized, but we're still frozen.
Finn|  I got a plan.
Jake|  Oh, good.
Ice King|  Now, let's try that again.  Lower her!
Old Lady Princess|   You lousy, butt-faced pig! I hate you!
Ice King|  Here she comes. Yes, touch my beard, deary. Yes, that's right. Almost there...
Finn|  Now!
Jake|  
Ice King|  Oh! I'm married, right, snowman?
Snowman Priest|  Yes, it's official.
Finn|  It's official! You done married a dog, dude!
Ice King|  What? What's that supposed to—  Oh no.
Finn & Jake|  
Jake|  Wait, what the—? What am I laughin' about?
Finn|   And now everything's back to normal.
Jake|  Well, I wouldn't say everything.
Ice King|   Come on, guys. Help me celebrate my un-marriage.
Finn & Jake|  
Grob Gob Glob Grod| Denise, we have concluded you're an interesting and conventionally hot woman. My siblings and I would like to request a date with you. Are you available for a date with Glob on Saturday, Grod on Friday, Grob on Thursday or Gob on Sunday? Please select your dates now.
Party God| Ahhh-rooo! That's nice.
Cloud kid 1| Eat it, Lich!
Cloud Kid 2| Eat it, Lich!
Both| Woooh!
Jake| What?! No more crackers? Eeeee.  Prismo! Prismo! Hey man, Hey!
Prismo| Heeeey.
Jake| Bad news, you ran out of cheese crackers.
Prismo| What! No.
Jake| Yeah, man, what are you going to do about it? 
Prismo| Jaaake.  I'm Prismo the wish master. We can have all the cheesy crackers we want.
Jake| Prismo, you make me happy, Prismo.
Prismo|  Oh, stop.
Jake| I'm always smiling when I'm around you. I just noticed that. I always am.
Prismo| I'm always smiling when I'm around you, too.
Jake|  This feels so good.
Both Prismo and Jake| Peppermint Butler! Death!
Jake| What's up.
Peppermint Butler| Hey umm, those guys are doing selfies on The Lich. Is that safe?
Grob Gob Glob Grod| Definitely going to send these to Denise.
Prismo| Oh yeah, it's fine, he's harmless.
Peppermint Butler| Yeah, but why isn't he killing everyone in the room right now? Controlling our minds, making us rip each others eyes out while we buttercup one another?
Prismo| Well, The Lich's primary function is to cause mass death. And since he can't do that while he is trapped in my Time Room,  he's stuck in a standstill, like a machine without a purpose.
Peppermint Butler| I am so scared right now.
Death| Yikes.
Jake| Aw, don't worry, he ain't gonna hurt nobody.
Jake| Ha! You got a cup on your head. Ha-ha, you dingus!  See, he's docile as a lamb.
Peppermint Butler|  Hmm. Well, okay, then I guess I can go for a selfie, too.
Jake| Yeah, man, make your dreams come true.
Jake| Oh, what time is it?  Hey, yo, Clock Face, what time is it?!
Clock Face| It's 1230.
Jake| Aw, boo to that! Yo, Prismo I gotta get back before Finn realizes I'm not home. He gets worried if I stay out too long.
Prismo| All right, later, dude.
Jake| Laters.
Finn| Jake, where were you?
Jake|  I was, umm, in the, uh... All right, man, I'm gonna come clean. I've been doing a lot of partying at Prismo's lately.
Jake| Come on, man! I don't even take Lady up there.
Finn| Dude, I found out my human dad is still alive.
Jake| Whoa, what?
Finn|  He's at some place called the Citadel.
Jake| Whoa.  Are you gonna go see him?
Finn| I don't know. Maybe I shouldn't. Maybe there's a good reason why he didn't raise me. Like, he was probably captured by thieves and kept a slave for years.
Jake| Yeah, or maybe he was ambushed in the wild and hid you so you wouldn't be captured, too.
Finn| Yeah, maybe it's better not to rock the boat.
Jake| But... it might also be good to find out if you have any genetic risk factors or allergies or whatever. Plus, you get to see what you'll look as an old guy. Could be cool.
Finn| Heh. I guess it would be okay to meet him, just to know what I'll look like.
Jake| Cool. Oh! If we hurry, Prismo might be still partying.
Cosmic Owl| Come on, just one more game.
Prismo| I don't know, mang, I was just gonna clean up and crash out.
Cosmic Owl|  Oh, yeah! More players! 
Cosmic Owl| You guys wanna play some Card Wars?
Jake|  No. Prismo, we need to get to the Citadel.
Prismo| Whoa! You guys do not wanna go there. Seriously.  Check this out.  The Citadel is a nasty-sized prison. Only the worst of the worst end up there. Real stink faces. These guys are the pits—the armpits.
Finn| Hey, my dad must be like the warden there.
Jake| I know you can't grant Finn and me any more wishes. So, we brought Shelby along to wish on our behalf.
Shelby| Hello.
Prismo| Oh, look at that, a little guy.
Shelby| So, I wish for ... a pony for my GF!
Prismo| Done.
Jake|  Shelby!
Shelby| Sorry, dudes. My girl's been hounding me for a pony for months. I'm gonna get mad points for this.   Oh, hi! So you got it? That's great! You like him? Uh huh ... you gonna name him what? Speedboat? Yeah, that's a good one. 
Jake|  Dang, Shelby.
Prismo| A wish wouldn't have worked anyway. You can only get to The Citadel committing a cosmic crime.
Jake| So, what do we gotta do? Rob a cosmic bank? Steal a space baby? 
Cosmic Owl|  Oh, uh, I just remembered I gotta go home. Gotta groom my feathers  Goodbye! Goodbye! 
Prismo| Listen, if you guys are serious about this,  all you gotta do is find a certain sleeping old man and bring him here.
Jake| That's it? 
Prismo| Yep. He's on one of those floating islands out there. It kind of looks like an upside-down duck.
Jake| That doesn't seem much of a crime.
Prismo| Yeah, but that's all there is to it.  For now.
Jake| What?
Prismo| Check it out! I got gifts for you guys.
Finn| Ha, cool it's a penlight.  Jake, don't look directly me in the—Aaah!
Jake| Come on, Finn let's go find this old guy.
Prismo| Oh! One last thing, dudes.  Whatever you do, don't wake him up.  Okay, you can go now.
Finn|  Pew! Pew!
Finn| You ever wonder what happened to make a place all wrecked up like this?
Jake| Nope. Hey, upside-down duck! 
Jake| No, wait, it's right side up.
Jake| Aha!
Jake|  Hey! Get out here, old man!
Finn|  Dude, shh. Don't wake him up.
Jake|  Hey, get out here, old man.
Finn| Pizow! 
Finn| Old man.
Jake|  Uh oh!  Finn, a little help?
Finn| Bizzow
Jake| Gizzow
Finn| Let's hoof it!
Finn| Jake, don't jostle the package.
Finn| Yahct!  All right! 
Finn| There's too many of them!
Jake| Let's see here.
Prismo| Oh, hey, your back.
Jake|  Dude's got serious night terrors. 
Finn|  What now, Prismo?
Prismo| Okay, wake him up.
Both| Finn and Jake What?!
Prismo| Yeah,  I just wanted one last look at myself.
Finn| Wait, this old man is you?
Prismo| That's right Prismo is nothing than dream of a wrinkly old man. Man, I've gotten a lot hairier, but also balder? Tell me how that makes any sense. I'm like a big ol' hairy raisin.
Jake| So, wait, what happens to him when we wake him up?
Prismo| Poof! I'm a goner. Thus ends mighty Prismo.
Jake|  Prismo.
Prismo| Killing a wish master is a cosmic crime. Once I'm dead, the guardian will show up and take you to The Citadel.
Finn| I don't think seeing my dad is worth sacrificing your life
Prismo| Ah, don't worry. As soon as my corporeal body falls back asleep again,  in a thousand years,  I'll be back.
Jake| You sure about this?
Prismo| Hold on, let me take one last look around.
Prismo| Huh, thought I'd own more stuff by now. Okay, let's do it!
Jake| Still feels like a bad idea, man.
Prismo| Pssh! What could go wrong?
The Lich| Wake up.
Prismo| Wa—Wait, I've changed my mind— 
Jake| Prismo, don't worry! I'll put the old man to sleep and get you back!
Finn| Dude! That means The Lich jacked our entry into The Citadel.
Jake| Aw, no man, how are you gonna see your dad?!
Old man Prismo| Hello? Who are you guys? Could any of you strangers tell me how to go home? I'm done with my nap.
Jake| Old man Prismo.
Old man Prismo| I just woke up from my nap, but I'm ready to go back to bed. I'd like to go home and take a nap.
Jake| No, old man Prismo, don't talk to him.
Old man Prismo| Are you my son?
Jake| Old man Prismo! No! 
Finn| Oh, dang! I think they're going to the Citadel! I'M COMING, DADDEEEEEEE!
Jake|   Dude! Shooting star! Make a wish!
Finn|   That's not a shooting star.  It's just a firefly.
Finn|  What are you gonna wish for dude?
Jake|  Oh, you know. That something special only two bros can share.
Finn|   I think I'm wishing for the same thing!
Jake|  You mean the...
Finn and Jake|  Ancient Psychic Tandem War Elephant!
Jake|  Oh, man I wanna ride it so bad!
Finn|  How do you even control those things?
Jake|  You can't control it dude. You have to let it give you control.
Finn|  Oh wow!
Jake|  Start wishin'!
Finn|  What the...
Hot Dog Princess|"   That's a distress flare from my other Hot Dog Knights. I sent them to rescue my other other Hot Dog Knights who got trapped in a labyrinth! Their message says... ""Baby... us... trouble... time...."" They must be in grave danger!  Hot Dog Knights are slow. "
Finn|  Don't worry, princess. Jake and I are on it.
Finn|  Whoa! Fudge, man! This place is yoga balls huge! 
Jake|   Yoga balls aren't that really huge, dude.
Finn|  Hey, man, I can't analyze everything that comes out of my mouth.
Jake|   Should we like, try to cheat and stretch over the walls?
Finn|  Nah, man. Look.
Jake|  Okay, well... then... I'll just hook my legs around this stump and stretch us through so we don't get lost. Like this, see? 
Finn|   You're a cool guy, Jake. 
Jake|  Thank you.
Finn|  Man, there're so many passage ways and stuff. It'll take us forever to find those Hot Dog Kni-iights?
Hot Dog Knight #1|   Don't eat me, man!
Jake|  Nah, we're here to save you, guy!
Hot Dog Knight #2|   Oh, thank the stars. We were lost!
Hot Dog Knight #3|  How didn't you guys get lost?
Finn|  We're just gonna follow Jake's body back.
Hot Dog Knight #1|  At the centre of the maze, there's a magic creature that grants wishes.
Finn|  Wishes?  Are you thinking what I'm thinking?
Finn and Jake|  Ancient Psychic Tandem War Elephant!
Jake|  This is our chance!
Hot Dog Knights| Hot dog!
Jake|   Hold on boys, we're gonna get us some wishes!
Jake|  Choo-choo. 
Finn|   Dang, Jake. Your body's getting thin!
Jake|  Yeah, I got a nice bod!
Finn|  Yeah, but now...  not so nice.
Jake|  Okay, well you can take your weird body issues and tuck them somewhere private. Where I can take my healthy body issues... and  FIGHT A GOLEM!
Golem|  TRESPASSERS! 
Finn|  Wrap 'im up, Jake!
Jake|  I'm on it! 
Jake|   Stop flexing. I can't... stretch.... any more.
Hot Dog Knight #2|   You can do it, Jake! Stretch stretch stretch! Wrap him up more!
Jake|  Come on baby.
Jake|   Golem... taken care of... dudes.
Hot Dog Knight #1|  Jake, you're amazing.
Finn|  Jake, you need to take it easy on the stretching, man.
Hot Dog Knight #2|  Wha... n-no Jake, you can keep going, man. Right guys? Come on, Jake, you can go!
Hot Dog Knights|  Jake! Jake! Jake!
Jake|   Hehe.  Alright. Come on, Finn. The stretching train is leaving the station. Choo-choo.
Jake|  Just gotta keep stretchin'.
Finn|  Uh, yeah.  Wait! Stop, Jake. Ya hear that?
Jake|  No.
Finn|  This place is weirding me out. Keep your eyes open for traps and junk.
Jake|  Whoa! Check that out!
Finn|  Oh, snap! That's you dude.
Jake|  Hmm.
Finn|   Boop.
Jake|  Hey, man. Watch it. I think that's my nerp, but like super stretched out.
Finn|   Boop boop. Boop boop boop boop boop.
Jake|   Stop man!
Jake|   NERP!
Finn|  Oh my Grob! 
Hot Dog Knight #1|   It's okay, hot dogs are immune to poison.
Finn|  Sick!
Jake|  I got it! 
Jake|  Owowowowowowowowow.
Hot Dog Knights|  Jake! Jake! Jake!
Jake|   I'm good, man. It's the small scorpions you gotta worry about. Or is that just with snakes?  Oop, nope, wait, poison's kickin' in. 
Hot Dog Knights|  No Jake no!
Hot Dog Knight #4|  Work through the pain! Let's get wishes!
Hot Dog Knights|  Wishes!
Jake|   Alright, you guys, hop on!  Let's do it.
Finn|   I don't think this is a good idea, man.
Jake|   I'm fine, brother. We'll have that war elephant in no time!
Finn|  Ah, uh, okay...
Finn|   Woah!  Hmm, looks like the final puzzle. You think you can stretch up there, buddy.
Jake|   Yes.
Finn|   Whoa! Jake, you okay?!
Jake|  Huh, yeah, I just... can't close my eyes... lids... too tight.
Finn|   Okay, dude this is too far! No more maze, we're going home.
Jake|  Yeah... I'm feeling a little thin.
Hot Dog Knights|   No! Don't stop! Keep stretching!
Hot Dog Knight #2|  You stretch good!
Hot Dog Knights|  Jake! Jake! Jake! Woohoo!
Jake|  Ah, alright.
Finn|  Jake, no! You're gonna get hurt.
Jake|   I'm goin' for it!
Finn|  Jake, no!
Jake|   Done!
Finn|  That must be the wishes!
Hot Dog Knight #2|   Kitty!
Finn|  You did it, man. No we can go wish for a...
Finn and Jake|   Ancient Psychic Tandem War Elephant.
Jake|   Gotta move carefully. My internal organs are super stretched, I'm paper thin!
Hot Dog Knight #2|   I love kitties!
Hot Dog Knight #2|  I am sorry!
Jake|  Ow! Ooh!
Finn|   JAKE! 
Jake|  My insides are all mashes up!
Finn|  I knew we should have turned back!
Jake|  You were right. I pushed myself too far. I'll never fall victim to peer pressure again!
Hot Dog Knight #4|  No! Jake! Jake! Jake!
Jake|  Actually, I'll do anything you guys want if you say my name three times. 
Finn|  Just hang tight, buddy. I'll use my wish to save you.
Aquandrius|  Congratulations, warriors.  Step forward, and take your wishes.
Hot Dog Knight #1|   Ah! I'm gonna wish for a hat! Woohoo.
Aquandrius|  Who's next?
Hot Dog Knight #3|  Nuh-uh, that floor got traps! Jake should stretch us across
Hot Dog Knight #4|  Jake! Jake! Jake!
Jake|  Here we go!  Ooh.
Finn|   No! Jake is all jacked up.
Hot Dog Knight #3|  Then how else can we get wishes?!
Finn|  Jake! Get up and carry us across!
Jake|  But I'm too weak!
Jake|  Yeaargh! That's it, I'm dead. 
Finn|  Jake! Stay with me, man!
Jake|  Nah.
Finn|  But we did it, okay! I can wish you out of here, man!
Aquandrius|  Oh yes, now you may each receive your wishes. For real!  But be warned. There are no do overs!
Finn|  Okay,  So you guys should wish to get your buddies back, right?
Hot Dog Knight #4|  I wish for a box!  Sweet!
Hot Dog Knight #3|  And I wish to blow up! I mean like get big! 
Finn|  Wow, you guys are really stupid.
Hot Dog Knight #4|   What do you mean?
Aquandrius|   Dog, you're next! What do you wish?
Jake|  Huh?
Finn|  Jake! Wish for the Ancient Psychic Tandem War Elephant! Then I'll wish to save you!
Jake|  Right. So hard to think on an empty stomach. I wish I wasn't so hungry. 
Finn|  You wasted your wish, man!
Jake|  I know. You should wish for the Ancient Psychic Tandem War Elephant. It's what we wanted.
Finn|  That's crazy, man! I gotta save your life.
Jake|  Do it... for... me!
Finn|  I... wish... for... the Ancient PSYCHIC TANDEM WAR ELEPHANT!
Jake|  Yes!
Aquandrius|  Your wish is granted.
Jake|  It has to give you control! Remember!
Finn|  I'm on it.  Rah!  Ancient Psychic Tandem War Elephant. HEAR ME!
Ancient Psychic Tandem War Elephant|   Finn the Human! Are you worthy to command me? 
Finn|   You know I am, because you're psychic!  Now wish for my friends to be healed!
Ancient Psychic Tandem War Elephant|   I wish... for what Finn... desires.
Jake|  Yeah, boyyy!
Aquandrius|  No! You weren't supposed to have your wishes come true!  You were supposed to die!
Finn|  Now, bust us outta here!
Aquandrius|  No! 
Finn|  Yeah, boyyy!
BMO|"  Jake, if I beat you, you have to call me ""sensei"" for a month."
Jake|  Deal.
Turtle Princess|  Hi, guys!
Finn, Jake, & BMO|  'Sup, Turtle Princess?
Lumpy Space Princess|  Agh! Agh! Agh! Agh! Agh! Agh! Get your hands off me, Steven!! YAH!  And you, too, Chad! 
Turtle Princess|  Heeeey, giiiirl!
Lumpy Space Princess|  Heeeey, giiiirl!
Turtle Princess|  Brought you some little fruit pies.
Lumpy Space Princess|  Awesome. 
Turtle Princess|  How ya doin' out here?
Lumpy Space Princess|  Turtle Princess, the men out here will not leave me alone!
Turtle Princess|  Huh... it must be nice.
Lumpy Space Princess|  Nah. It's horrible. They just want me for my lumps!  These lumps aren't for SALE, BILLY!   Aren't you sick of men going after your turtle lumps?
Turtle Princess|  Actually, I've never been able to work my T-lumps. I just know what I read in books.  Hey! You should write a book telling me how to do it!
Lumpy Space Princess|  Oh, my Glob! Turtle Princess! I've always wanted to write trashy books for ladies!  YAH!  BACK UP OFF ME, RICKY!!  Yeah, everyone needs to know when I work these lumps, no man is immune to their influence!
Finn|  Jake's ball landed over here, BMO!
Turtle Princess|   LSP! Finn would be perfect as the test subject for your lump studies!
BMO|  Yay! I win!  Bow to your sensei!
Jake|  Aaah...
Finn|  Heh heh heh heh heh heh!
Turtle Princess|   You gotta go undercover and conduct your lump science on him. Prove to the world that even a white knight like Finn is no match for the power of your lumps!
Lumpy Space Princess|  I'll do it! For the world! And for you, girl!
Turtle Princess|  Oh, girl!
Lumpy Space Princess|   Day one on my way to Finn and Jake's. Side-note I look fresh to death with my new dress and purse. Mm! Mm! Mm! 
Jake|  Hello?
Lumpy Space Princess|   Heeey, Jaaaake... Is Finn hooome...?
Jake|   Ooh!
Finn|  'Sup, LSP?
Lumpy Space Princess|  Oh, hey. I'm answering that ad you put out for the adventure secretary.
Finn|  Wha?
Lumpy Space Princess|  Ugh... Hold on. I'll get it.  Hold on. It's down in there. Okay, wait, I got it. Uh, here you go.
Finn|"   ""WANTED—ADVENTURE SECRETARY.""  Smells like fruit pie."
Jake|  It's nice of you to wanna be our secretary... but we don't need one.
Finn|   Dude, look at 'er.
Lumpy Space Princess|   Mmm... Oh, Glob...
Finn|  Yeah, it's sad. Come on. We've gotta help 'er.
Jake|  Alright, LSP. Come inside.
Lumpy Space Princess|  Awesome.  Totally nailed the interview. 
Lumpy Space Princess|  I'm gonna need a secretary desk!  and puts her working equipment. Finn and Jake just look at each other.] I'm starving! What's for dinner?!
Finn|  Oh. Uh...  We got some blueberries.
Jake|  Jake has saltines.
Lumpy Space Princess|  Yuck.  Looks like I'll have to bust out these cobras to get a better dinner.  Hey, Finn...  You got anything better to eat??
Finn|   Oh, cool. Old spaghetti. I'm gonna go heat this up. 
Lumpy Space Princess|"   Chapter 1 ""Gotcha!"""
Finn|   Have a good night. See ya in the mornin'.
Lumpy Space Princess|  G'night, you guys!   Finn is even more overpowered by my lumps than I thought. I guess at the end of the day, it's all about the lumps.  and she answers it.]
Turtle Princess|   Hey, girl.
Lumpy Space Princess|  Oh, Turtle Princess! This book is coming out awesome!
Turtle Princess|  Oh, good, girl! I can't wait to read it!
Lumpy Space Princess|  Thanks, girl.
Turtle Princess|  Goodnight, girl.
Lumpy Space Princess|  Goodnight, girl. 
Lumpy Space Princess|  What's that?
Jake|  'Sup, LSP?
Lumpy Space Princess|  What're you guys doing?
Finn|  We're carrying these rocks on an adventure, up to the Mystery Mountains.
Lumpy Space Princess|  Oh, nuh-uh, I am not gonna carry rocks!
Finn|  That's okay. Jake can carry 'em.
Jake|  Yup.
Lumpy Space Princess|  Ugh... Fine...  You're welcome, Finn.
Lumpy Space Princess|  Ugh... My arms weren't meant to carry so many rocks, you guys!
Finn|  C'mon, LSP. You can make it.
Lumpy Space Princess|  Uuoohhh...  and she answers.] Turtle Princess, you can't call me! You're gonna blow my cover!
Turtle Princess|  Good morning, girl.
Lumpy Space Princess|  Good morning, girl.
Turtle Princess|  Would you be mad at me if I ask out Billy, that vulture who was hitting on you? I think he's cute and I would—
Finn|  Hey, LSP, shake a leg.
Lumpy Space Princess|   Can't talk right now, girl! 
Finn|  The Loch of Phantoms. Princess Bubblegum said the rocks would show us the safe path. 
Lumpy Space Princess|   This is way too boring for my book.  Oh... my shoulder strap... Oh, my orange juice is comin' out... Ha! Gotch—Huh? 
Finn|"  Haha! Jake! ""Ker-ploop."""
Jake|"  Heh heh heh! ""Ker-ploop."""
Lumpy Space Princess|  Not... gotcha?
Finn|  Alright!
Lumpy Space Princess|  Ugh! This place is plops, Finn!
Finn|  We can meetcha back at the tree house later if you want.  That weird light...
Lumpy Space Princess|  Hey, Finn! Finn, my dress is slipping!!
Finn|   Huh? Listen, LSP, we've gotta be carefu—
Lumpy Space Princess|  Oooh, my dress...
Finn|  No, LSP! It's not safe!
Lumpy Space Princess|  Heeeeeeey...  Oh. Hey, Fiiiiinn...
Finn|  She's stuck in there!
Jake|  We gotta bust through this wall!
Lumpy Space Princess|  I knew you couldn't resist me, Finn.  Oh, lump. I took it too far!  My powerful lumps have turned Finn into a grody monster! Get away, Finn! AAH, NO, AAAAAH!!!  OH, I CAN'T LOOK!  Aah!
Lumpy Space Princess|  That was so crazy! What just happened?!
Finn|  Oh. Uh, Bubblegum sent us on a quest to destroy these cursed mirrors. Evil stuff happens when you look into them.
Lumpy Space Princess|  Oh, Glob... I had to look because I looked so good!
Finn|  LSP... you don't need a mirror to know you look good.  You're beautiful on the inside. Like... your brain and stuff!
Lumpy Space Princess|  Thanks for sayin' that stuff... and for saving me from those mirror-yous. That was pretty nice.
Lumpy Space Princess|"  Okay. Time to write. Gonna make this... trashy. Turtle Princess'll be all,  ""Oh, my gosh! Number one best-seller!"" Hah... Yeah.   What's he doing out there?"
Jake|  Sometimes, after an adventure, he likes to sit out there and think. 
Lumpy Space Princess|   Hello?
Turtle Princess|  Hey, girl. Are you almost done with your book?
Lumpy Space Princess|  Oh... I'm working on it! I've been doing so much research!
Turtle Princess|  Did Finn fall victim to your lumps?
Lumpy Space Princess|   Um... yeah...
Turtle Princess|  Great! Bring in your manuscript right away! Click! 
Lumpy Space Princess|   Yeah... A book about how I'm hot, and Finn only wants... He's so... hot.  ...Finn has the hottest lumps, but his lumps are on the inside! YAAAAGH!!  HE'S GREAT!
Finn|  Uh... Bye, LSP.
Turtle Princess|  This isn't what you said it'd be about...
Lumpy Space Princess|  I know, I—
Turtle Princess|  I LOVE IT!
Lumpy Space Princess|  OH, MY GLOB!
Lumpy Space Princess|  Finn! You've probably been wondering where I've been for the last few hours!
Finn|  Oh. Yeah! Yeah, I have.
Lumpy Space Princess|  Finn... I was never really your secretary, Finn. I was writing a book about how you were a slave to my lumps because I'm so hot, Finn!!
